30x30,40x40,50x50,100x50
0.894387653496093,0.946173064091367,0.912912587518932,0.957950445494147
0.839319571052292,0.85559637415198,0.967986715136378,0.956722851151115
0.883134302786428,0.86775252229525,0.916010125507348,0.964608843207131
0.871339261843908,0.890076602243204,0.963029343985015,0.898473034619091
0.925127765781834,0.982711426301728,0.938649579518363,0.932653916539802
0.907572961169785,0.830610052442917,0.980153573419861,0.95378210089105
0.93383487546646,0.892909015053891,0.974083118863994,0.891889481951443
0.931078037568212,0.870050488897012,0.92723996313312,0.938227590159769
0.975983955172948,0.893271201884428,0.911549777035892,0.92263385844587
0.93516608063003,0.928551955790866,0.937098785560138,0.919898886978886
0.977044357852883,0.896144317092368,0.898720950646362,0.898462258425199
0.869143877525186,0.967635356208003,0.909804423049715,0.926206825673948
0.845029567073433,0.821871252337458,0.892195540681416,0.933042043942004
0.960680670985911,0.91729956748999,0.909125276082335,0.933767871098804
0.884537206220587,0.882490744495679,0.98186304322452,0.953332221235182
0.99557261935094,0.944040457163602,0.866849816801256,0.962231615732111
0.935423798030216,0.935613837188535,0.89963207566693,0.967433735283234
0.888308709864353,0.828434101194267,0.89669800214974,0.907041106671932
0.938882341156466,0.942690473678783,0.874870246222536,0.937547397246852
0.920621020129383,0.88303696629342,0.942639662679219,0.925357592223022
0.946799004709106,0.933483365360415,0.944935215735663,0.901134500902648
0.87911913977838,0.878943440227918,0.923449304392576,0.943439506794526
0.961444328260664,0.928315431464089,0.916495860437734,0.870314370436785
0.939915538606222,0.848830808614043,0.979045112034123,0.926234314787758
0.915630062061532,0.896465980296377,0.967105762403229,0.969778876222719
0.901028083075672,0.823440579570808,0.959444734399855,0.869857826987291
0.827318623717608,0.957025969647325,0.993818382475931,0.941149204652254
0.905092596915113,0.917079348075688,0.971351075757881,0.922229520406981
0.957649362245999,0.819687879921174,0.844885696426606,0.916812517853147
0.929985703296152,0.840998785636203,0.907290789093094,0.872752556345905
0.880901330129589,0.848346430551629,0.980861498045156,0.915459980529215
0.94791948722295,0.87717990606371,0.992084351787928,0.907238383681248
0.906087007490072,0.8527447272493,0.967960510013461,0.941824093446658
0.965224074334454,0.892447673723314,0.923960881907182,0.941496326774163
0.853847467996782,0.968224688011093,0.923625637419591,0.937101996208581
0.932990086721328,0.972818698650754,0.87804681132084,0.904474822240938
0.941672637452044,0.821180994747345,0.924254097604556,0.932257903839081
0.884081517748674,0.974866212240761,0.93328752336672,0.884687170298071
0.959309153438228,0.909779279084691,0.992253932335536,0.896338901982361
0.900259588030766,0.822135849640435,0.914111883500826,0.927133424925266
0.933630789822945,0.825048457721398,0.968638044336205,0.934975045510216
0.852873880216807,,0.940406871610067,0.937178138539771
0.847380943731952,,0.923245296953924,0.923926502254661
0.883433166108607,,0.991973102822168,0.947367193848721
0.926298484127464,,0.939943249980504,0.924107974459782
0.936360651424017,,0.947382213216378,0.924435215375778
0.947422353628969,,0.883474487105455,0.94755581124932
0.894226927179715,,0.956840992138766,0.930057798962779
0.92411701978818,,0.930891630951413,0.944106961575119
0.940495960194816,,0.905349622199067,0.985779797270789
0.863560612208872,,0.936028511435226,0.98284721665433
0.879024159343248,,0.870101103440778,0.9583423074508
0.944941382374865,,0.899596927861606,0.946918465428125
0.94185581050221,,0.881477848904557,
0.87213943132655,,0.955449020798935,
0.905992149114491,,0.912326261865095,
0.837646814805852,,0.919097637546733,
0.855245021275605,,0.95747331714405,
,,0.891617895604138,
,,0.995173809678825,
,,0.894767998390455,
